Food_Category,Temperature_C,Humidity_%,Storage_Days,Packaging,Moisture_%,pH,Refrigerated,Transport_Hours,Risk
Dairy,11.8,55,9,Good,50.5,5.2,No,16,Caution
Fruits,6.8,51,49,Average,13.5,4.7,Yes,7,Caution
Dairy,6.7,86,58,Good,24.3,5.7,No,5,Caution
Grains,19.9,93,42,Good,55.1,3.6,No,1,Caution
Vegetables,23.5,64,6,Average,62.5,5.4,Yes,17,Caution
Vegetables,33.2,40,56,Average,66.7,4.6,No,9,Reject
Fruits,5.8,77,23,Damaged,63,4.8,Yes,24,Caution
Dairy,17,52,60,Average,58.4,3.9,Yes,18,Reject
Fruits,25.7,75,53,Good,75.1,4.7,Yes,3,Caution
Dairy,3,52,44,Damaged,72.1,6.5,No,4,Reject
Fruits,3.2,94,59,Good,9.3,6,Yes,17,Caution
Grains,18.3,95,37,Good,24.9,4.2,No,21,Reject
Vegetables,1.3,67,30,Good,82.5,6.9,Yes,2,Safe
Vegetables,6.6,82,4,Good,87.6,4.8,Yes,1,Safe
Grains,17.2,77,13,Damaged,79.8,7.1,No,22,Reject
Grains,33.1,83,14,Good,25.1,6.4,No,24,Caution
Vegetables,0.2,84,7,Good,30.7,4,Yes,10,Safe
Grains,22.7,84,6,Average,69,6,No,8,Caution
Fruits,21.8,45,8,Damaged,78.3,5,Yes,19,Reject
Fruits,25.6,70,45,Good,28.5,4.9,Yes,23,Caution
Meat,28.8,76,32,Good,32.1,7,Yes,15,Caution
Vegetables,11.8,66,20,Damaged,19.3,3.7,Yes,8,Caution
Grains,21.5,64,25,Good,74.3,4.7,No,18,Caution
Grains,2.9,69,24,Good,15.4,5.9,No,20,Caution
Meat,18.5,48,53,Average,36.7,5,No,3,Reject
Grains,12.3,70,20,Good,21.8,3.3,No,6,Caution
Grains,1.1,51,52,Good,68.9,4.6,No,18,Caution
Dairy,13.2,56,25,Good,20.5,3.9,Yes,12,Caution
Vegetables,27.8,94,58,Good,85.2,7.2,Yes,12,Reject
Meat,9,44,16,Average,63.1,5.8,No,5,Reject
Vegetables,13.6,55,20,Good,13.2,6.2,Yes,10,Caution
Meat,8.3,91,34,Good,29.9,6.1,Yes,17,Caution
Vegetables,7.1,44,40,Damaged,82.1,4.7,Yes,19,Caution
Dairy,13.4,57,39,Good,87.6,5.6,No,22,Reject
Dairy,11.4,55,47,Good,13,4.7,No,23,Reject
Dairy,21.4,81,6,Good,58,4.9,Yes,3,Safe
Dairy,17.6,69,31,Damaged,28.8,4.3,Yes,21,Reject
Vegetables,18.8,66,20,Good,13.1,5.6,Yes,15,Caution
Meat,3.7,57,24,Good,84.1,5.9,Yes,17,Caution
Vegetables,15.4,43,20,Good,57.6,6.6,No,19,Reject
Dairy,27.6,44,59,Good,20,3.4,Yes,18,Caution
Meat,2.7,80,18,Average,84.5,4.1,No,7,Caution
Dairy,29.8,55,2,Good,25.3,6,Yes,22,Caution
Meat,12.2,65,30,Good,48.3,4.9,Yes,16,Caution
Fruits,24.1,50,48,Good,28.4,4,No,5,Reject
Grains,33,58,24,Good,86.3,5.9,No,6,Caution
Fruits,7.3,93,29,Average,24.1,4,Yes,18,Caution
Grains,24,46,22,Good,47.5,6.3,No,20,Caution
Grains,4.1,87,13,Average,52.5,6,No,2,Caution
Meat,8.4,53,6,Good,78.3,6.1,No,20,Caution
Fruits,29.7,77,14,Good,13,3.2,Yes,7,Caution
Meat,18.4,75,11,Good,78.9,4.5,Yes,24,Caution
Fruits,15.3,52,13,Damaged,42.2,5.9,Yes,20,Reject
Vegetables,4.1,58,10,Good,74.7,6.2,Yes,11,Safe
Fruits,15.2,64,19,Good,25.3,5.5,Yes,22,Caution
Grains,2.6,92,27,Good,76.5,4.1,No,24,Caution
Fruits,33.9,72,57,Good,37,3.3,Yes,22,Caution
Fruits,23.8,67,7,Damaged,68.9,4.7,No,2,Reject
Meat,32.7,51,41,Average,44.1,3.4,Yes,4,Caution
Fruits,23.6,65,23,Average,60.9,5.2,Yes,12,Reject
Dairy,34.3,62,18,Damaged,60.5,3.6,Yes,22,Reject
Fruits,21.5,87,52,Good,38.9,4.1,No,3,Reject
Dairy,20.1,42,16,Average,68.2,6.7,Yes,8,Caution
Dairy,16.5,78,6,Average,44.3,5.1,No,7,Caution
Vegetables,26.8,61,49,Good,85.4,3.6,No,19,Reject
Meat,4,44,52,Good,23.7,3.3,Yes,2,Safe
Fruits,5.3,76,4,Good,26.3,3.4,Yes,22,Safe
Grains,0.5,79,16,Good,33.3,5.5,No,9,Safe
Grains,9.4,67,11,Damaged,54.4,4.1,No,1,Caution
Vegetables,28.8,51,50,Good,57.6,5.9,Yes,2,Caution
Grains,32.8,86,40,Good,27.6,4.1,No,18,Reject
Fruits,3.4,68,32,Good,17.2,5.6,No,1,Caution
Fruits,13.6,66,40,Good,35.2,3.4,Yes,16,Caution
Dairy,19.4,78,8,Good,79.5,4.4,Yes,10,Caution
Vegetables,1.5,92,51,Average,82.3,5.2,Yes,2,Caution
Vegetables,27.1,41,19,Good,76.2,4.2,No,2,Reject
Dairy,28.8,61,10,Good,23.6,6.3,Yes,4,Caution
Vegetables,0.7,62,39,Good,59.3,4.6,Yes,16,Caution
Fruits,28.9,67,10,Damaged,89.9,5.3,Yes,13,Reject
Grains,29.6,60,28,Good,35.5,6.9,No,8,Caution
Dairy,24.6,83,55,Average,46.9,4.7,No,8,Reject
Fruits,0.5,64,27,Average,49.8,5.8,Yes,16,Caution
Grains,12.9,53,42,Good,46.4,5.6,No,13,Caution
Fruits,21,82,6,Damaged,89,5.5,Yes,5,Caution
Fruits,10.2,91,19,Good,33.8,4.6,Yes,24,Caution
Fruits,24.5,74,47,Damaged,31.1,6.4,Yes,10,Reject
Dairy,1.7,92,47,Good,86.5,5.7,No,18,Reject
Meat,6.7,92,37,Good,15.3,7.2,Yes,8,Caution
Meat,24.7,55,43,Good,79.2,3.7,Yes,7,Caution
Fruits,0.4,72,57,Average,80.6,4.8,No,4,Caution
Vegetables,6.3,72,17,Good,15.5,5.6,No,5,Caution
Vegetables,31.2,73,43,Damaged,58.5,3.7,Yes,4,Reject
Vegetables,31.3,86,57,Average,79.2,4.8,No,11,Reject
Meat,3.6,49,48,Good,38.5,6.8,No,18,Caution
Vegetables,29.8,58,45,Damaged,88.3,5.1,Yes,10,Reject
Dairy,10.7,49,3,Damaged,9.1,3.6,Yes,21,Caution
Dairy,18.3,64,37,Damaged,37.6,5.3,No,12,Reject
Dairy,4.5,77,53,Average,73.7,6.8,Yes,23,Caution
Fruits,9.1,51,60,Good,88.1,6.4,Yes,3,Caution
Grains,9.1,84,6,Good,75.3,5.1,No,24,Safe
Meat,3.4,47,38,Damaged,89.9,7.1,No,11,Reject
Grains,11.2,40,58,Damaged,69.1,5.3,No,4,Caution
Grains,6.3,91,29,Good,72.5,6.8,No,9,Caution
Meat,14.3,58,12,Good,57.3,3.8,Yes,7,Safe
Grains,4,54,11,Good,71.1,6.5,No,7,Safe
Dairy,33.9,62,13,Good,63.2,4.7,Yes,4,Caution
Vegetables,3.1,67,7,Good,40.2,6.7,Yes,12,Safe
Vegetables,8.2,65,15,Average,49.8,5.2,No,3,Caution
Meat,20.2,94,31,Damaged,63.2,6.2,No,6,Reject
Fruits,3.2,56,45,Good,22.8,7,No,8,Caution
Grains,1.2,93,13,Average,50.3,4.4,No,4,Caution
Fruits,20.5,49,19,Average,36.8,6.1,Yes,8,Caution
Vegetables,16.9,82,56,Damaged,22.2,5.9,Yes,9,Reject
Fruits,26.3,75,55,Good,77.6,3.2,Yes,8,Caution
Vegetables,13.4,95,12,Good,20.2,5.3,Yes,23,Caution
Fruits,22,70,36,Good,33.4,5.7,Yes,15,Caution
Dairy,19.9,60,2,Average,50.6,3.9,Yes,6,Caution
Meat,32.8,66,53,Average,12.8,3.4,Yes,8,Caution
Grains,8.4,76,32,Average,65.9,6.7,No,19,Caution
Meat,12.5,80,29,Good,83.2,6,No,14,Reject
Grains,15.4,49,13,Good,55.7,5.8,No,20,Caution
Fruits,6.4,86,8,Damaged,37.9,3.2,Yes,10,Caution
Meat,22.7,68,25,Average,45.9,6.7,No,15,Reject
Dairy,27.3,52,39,Good,42.3,3.8,Yes,14,Caution
Fruits,7.5,42,60,Good,52.5,5.8,No,1,Caution
Fruits,24.8,90,13,Good,34.6,5.7,Yes,22,Caution
Meat,25.8,58,56,Average,18.4,5.4,No,20,Reject
Meat,20,68,41,Good,26,7,Yes,11,Caution
Fruits,19.2,90,1,Good,66.5,4.8,Yes,19,Caution
Grains,10.9,95,36,Damaged,84.3,3.4,No,2,Reject
Grains,27.1,45,1,Average,85.2,4.8,No,21,Caution
Grains,9.1,59,26,Good,83.4,4.3,No,11,Caution
Meat,13.3,70,39,Average,84.4,4.8,Yes,2,Caution
Grains,5.5,63,3,Average,79.6,6.9,No,16,Safe
Grains,19.7,86,31,Damaged,63.1,7.1,No,14,Reject
Vegetables,30.5,89,25,Good,74.6,4.1,Yes,16,Reject
Grains,28.4,44,22,Damaged,56.4,4,No,16,Reject
Dairy,9.7,78,12,Good,10.2,6.6,Yes,4,Safe
Vegetables,12.7,61,2,Good,23.5,6,Yes,3,Safe
Vegetables,32.7,40,56,Good,81.9,4.9,Yes,16,Caution
Vegetables,29.4,63,14,Good,55.1,5,No,19,Reject
Grains,30.5,81,25,Good,23.4,6.4,No,1,Caution
Vegetables,3.7,54,27,Good,75.1,6.1,Yes,16,Caution
Vegetables,12.3,62,50,Average,77.6,4.3,Yes,18,Caution
Grains,22.1,55,43,Average,35.3,6.8,No,17,Reject
Meat,3.4,62,40,Good,42.6,5,Yes,15,Caution
Vegetables,5.2,50,1,Good,82.1,3.4,Yes,6,Safe
Dairy,3.6,44,20,Average,45.8,5.1,Yes,18,Caution
Grains,25.6,42,42,Damaged,88.7,6.9,No,21,Reject
Fruits,7.5,68,46,Average,87.7,5.6,No,8,Caution
Meat,9.1,60,9,Average,67.7,4.8,Yes,6,Caution
Meat,25.2,81,7,Average,40.4,4.8,Yes,18,Caution
Grains,10.6,80,2,Good,61.5,6.4,No,5,Safe
Fruits,12.9,70,48,Good,85.6,4,Yes,2,Caution
Grains,31.4,59,15,Damaged,77.5,5.7,No,23,Reject
Fruits,30,43,21,Damaged,48.7,5.9,Yes,2,Reject
Dairy,21.9,58,35,Average,35.7,4.3,Yes,17,Reject
Fruits,15.8,82,32,Good,28.6,6,Yes,9,Caution
Meat,7.2,66,23,Good,11.7,4.6,Yes,19,Caution
Grains,21.8,89,18,Good,13.1,3.8,No,14,Reject
Meat,12.4,89,33,Good,35.8,6.7,Yes,10,Caution
Fruits,25.8,91,51,Good,37.7,5.6,No,20,Reject
Meat,12.5,68,56,Average,16.9,4.7,Yes,21,Caution
Dairy,21.6,68,33,Good,63.6,5,Yes,2,Caution
Dairy,19.9,78,22,Good,38.1,7,No,13,Reject
Vegetables,18.7,57,54,Good,9.6,6.3,Yes,2,Caution
Grains,6.4,50,8,Average,33.6,3.5,No,10,Safe
Fruits,30.2,63,26,Good,61.7,6.4,Yes,3,Caution
Vegetables,0.4,68,32,Good,64.1,6.6,No,14,Caution
Grains,23.3,69,29,Good,83,4.9,No,24,Caution
Dairy,26.8,76,55,Good,48.9,4.7,Yes,20,Caution
Meat,12.5,82,7,Average,45.5,4.5,Yes,14,Caution
Grains,28.2,45,53,Damaged,61.5,6.2,No,8,Reject
Dairy,22.3,48,47,Average,75.8,5.8,No,12,Reject
Dairy,32.5,81,35,Average,39,6.9,Yes,5,Caution
Dairy,7.9,58,15,Good,31.8,3.8,Yes,23,Safe
Meat,28.4,75,51,Average,65.3,7.1,Yes,14,Reject
Grains,32.8,74,8,Average,39.2,5.7,No,14,Caution
Vegetables,15.8,65,27,Average,46.8,4.6,Yes,7,Caution
Meat,2.1,57,52,Good,48.9,3.8,Yes,9,Safe
Vegetables,28.2,61,56,Good,12.6,3.7,Yes,15,Caution
Dairy,28.8,65,1,Good,70.7,3.3,Yes,20,Caution
Dairy,14.1,73,45,Average,87.1,6.4,Yes,22,Caution
Vegetables,1.7,87,2,Good,29.4,4.1,No,3,Caution
Vegetables,1.6,58,16,Good,88.4,4.3,Yes,20,Caution
Meat,29,76,54,Average,13.5,3.4,No,8,Reject
Vegetables,21.7,60,23,Damaged,45.4,5.8,Yes,3,Reject
Dairy,6.6,62,57,Good,49.3,4.4,Yes,20,Caution
Vegetables,26.1,64,51,Good,89.4,6.1,Yes,20,Caution
Fruits,4.8,79,13,Good,86.6,6.5,Yes,16,Safe
Grains,11.9,86,41,Good,11.2,6.3,No,24,Caution
Dairy,27.9,89,36,Good,79.7,6,Yes,7,Caution
Vegetables,12.4,92,33,Good,36.9,5.9,Yes,18,Caution
Grains,13.1,43,60,Damaged,83.3,4.6,No,3,Caution
Dairy,18.1,73,7,Good,89.9,6.3,No,9,Caution
Vegetables,26.9,92,28,Average,16,4,No,10,Reject
Vegetables,6.6,58,5,Good,72,3.7,Yes,6,Safe
Meat,0,68,16,Good,30.9,7.1,No,10,Caution
Dairy,22,62,15,Damaged,55.9,5.1,Yes,3,Caution
Meat,19.1,89,6,Good,11.2,6.8,Yes,24,Caution
Grains,18.6,44,2,Good,38.6,5.6,No,22,Caution
Meat,14.1,71,7,Average,87.5,4.9,Yes,14,Caution
Dairy,0.2,95,17,Good,23.9,4.4,Yes,14,Caution
Meat,2.2,72,16,Good,8.3,5.3,Yes,18,Caution
Grains,29,61,41,Good,71.9,6.3,No,3,Caution
Grains,9.1,70,50,Damaged,39.1,3.6,No,9,Caution
Grains,28.4,92,13,Good,40.5,6.7,No,17,Caution
Grains,18.3,46,29,Average,27.4,5.8,No,2,Caution
Fruits,6,81,51,Good,82.3,3.3,No,6,Caution
Meat,26.2,40,1,Good,83.5,6.2,Yes,23,Caution
Dairy,10.8,44,53,Average,54.4,5.1,No,1,Reject
Vegetables,16,76,47,Good,71.8,6.2,Yes,2,Caution
Dairy,23,48,12,Damaged,55.6,4.5,Yes,8,Caution
Meat,25.9,59,42,Average,78.1,4.4,Yes,4,Caution
Grains,5.6,79,60,Good,51.8,6.4,No,22,Caution
Vegetables,14.4,58,39,Damaged,16.7,5.2,Yes,6,Caution
Vegetables,31.7,78,54,Good,59.7,6.5,No,8,Reject
Grains,25.2,71,37,Good,77.1,5.2,No,17,Caution
Vegetables,12.9,72,19,Good,69.8,3.7,Yes,20,Caution
Fruits,25.6,70,12,Damaged,52.6,4.9,No,21,Reject
Dairy,14.1,90,24,Damaged,85.5,4.1,Yes,22,Reject
Fruits,6.6,62,1,Good,10.3,6.6,No,1,Safe
Dairy,21.6,87,1,Good,51.9,6.2,No,17,Reject
Meat,26.1,65,47,Damaged,67.5,5.7,Yes,15,Reject
Dairy,11.4,62,47,Good,66.6,6.5,Yes,22,Caution
Meat,28.3,76,56,Good,8.3,4.2,Yes,1,Caution
Grains,10.8,83,50,Average,54.7,4.7,No,13,Caution
Fruits,1.3,92,32,Good,29.6,5.9,Yes,19,Caution
Dairy,24.2,57,31,Good,79.9,4.7,No,22,Reject
Dairy,11.7,83,33,Average,56.1,6.4,No,1,Reject
Meat,9.1,77,58,Average,82.6,6.8,No,6,Reject
Dairy,19.7,77,48,Good,65.3,5.5,No,5,Reject
Dairy,17.4,43,18,Average,76.8,6.1,No,8,Reject
Fruits,7.1,91,36,Good,76.6,6.8,Yes,4,Caution
Vegetables,5.3,92,2,Good,89.6,6.4,No,14,Caution
Fruits,6.7,63,10,Damaged,56.2,6.9,No,4,Caution
Vegetables,11.3,84,35,Average,62.9,4.4,Yes,23,Caution
Meat,11.1,70,26,Good,14.8,6.8,Yes,20,Caution
Meat,13.8,87,30,Average,51.8,3.5,Yes,19,Reject
Vegetables,16.9,73,41,Damaged,85.2,5.3,Yes,5,Reject
Vegetables,33.4,50,55,Damaged,65.8,5.4,Yes,6,Reject
Meat,9.1,44,5,Good,69.2,4.5,No,4,Caution
Dairy,27.7,85,17,Good,66.4,4.5,Yes,12,Caution
Dairy,9,84,29,Average,80.6,3.9,No,20,Reject
Fruits,18.2,65,25,Good,64.5,5.4,No,7,Reject
Meat,25.3,52,6,Good,43,7.1,No,16,Caution
Meat,15.7,78,55,Damaged,13.6,5.7,Yes,10,Reject
Grains,1.4,78,44,Average,58.7,3.4,No,4,Caution
Meat,24.6,76,50,Good,88.4,6.2,No,20,Reject
Fruits,18.3,82,21,Average,34.7,4.6,No,5,Reject
Meat,33.6,69,23,Good,52.4,6.6,No,2,Reject
Vegetables,20.7,66,33,Good,61.3,6.5,Yes,20,Caution
Dairy,23,85,51,Good,69.1,3.4,Yes,9,Caution
Dairy,5.9,79,49,Damaged,73.2,3.8,No,24,Reject
Grains,8.6,84,3,Good,31.9,6.6,No,18,Safe
Grains,12.2,79,3,Average,71.7,4,No,12,Caution
Vegetables,3.9,66,3,Good,38.8,5.5,No,14,Caution
Meat,8.3,74,31,Good,42.7,4.9,Yes,8,Caution
Dairy,2.2,56,50,Good,58.9,5.5,Yes,14,Caution
Fruits,20.2,69,35,Good,89.6,3.5,Yes,6,Caution
Meat,32.1,69,1,Good,14.7,6.3,Yes,11,Caution
Grains,12.3,73,24,Good,22,6.7,No,17,Caution
Fruits,20.9,67,47,Good,14.8,6.8,Yes,3,Caution
Fruits,5.6,85,14,Damaged,58.9,5.3,Yes,4,Caution
Fruits,18.6,57,39,Damaged,46.4,3.5,No,10,Reject
Dairy,27.7,94,7,Damaged,66.6,6.3,Yes,6,Caution
Grains,21,63,15,Average,14.5,4.9,No,24,Caution
Meat,1.6,91,53,Good,30.6,6.9,Yes,4,Caution
Grains,32.7,51,2,Good,64,3.4,No,20,Caution
Meat,6.9,72,42,Damaged,34.2,5.8,No,15,Reject
Fruits,23.6,58,6,Damaged,19.4,4.8,Yes,14,Caution
Vegetables,8.3,45,50,Damaged,44.5,6.4,Yes,23,Reject
Vegetables,17.1,61,38,Good,64.2,3.2,No,3,Reject
Meat,17.6,77,52,Good,61.9,5.9,Yes,18,Caution
Vegetables,1,57,31,Good,26.5,4.4,No,6,Caution
Vegetables,31.1,81,35,Good,63.4,5.5,No,8,Reject
Meat,13.4,55,41,Good,62.5,6.3,Yes,1,Caution
Dairy,0.2,92,43,Good,73.3,5.2,Yes,6,Caution
Meat,3,43,48,Average,63.1,3.5,No,3,Caution
Fruits,14.6,59,25,Good,13.6,4.6,Yes,24,Caution
Meat,8.9,50,32,Damaged,87.3,5.1,Yes,1,Caution
Meat,1.5,53,2,Average,43.1,4.5,Yes,3,Safe
Vegetables,1.4,48,47,Good,55.7,6.6,Yes,21,Caution
Grains,20.3,74,36,Average,61,5.8,No,16,Reject
Fruits,23.1,45,17,Average,44,6.2,Yes,23,Reject
Grains,8,48,59,Good,12.9,5,No,6,Safe
Fruits,6.6,53,22,Average,63.3,3.8,Yes,16,Caution
Grains,27.1,87,25,Good,49.7,5.2,No,11,Reject
Fruits,26.5,94,7,Good,26.3,3.7,No,16,Reject
Meat,24.5,49,16,Good,88.1,7,Yes,17,Caution
Grains,6,89,13,Good,88.3,6.7,No,20,Caution
Meat,10.2,49,43,Good,43.9,3.3,Yes,3,Caution
Vegetables,26.3,93,46,Good,21.2,5.6,Yes,16,Reject
Fruits,6.8,47,17,Good,15.7,4.9,Yes,24,Caution
Meat,21.4,53,16,Good,13.5,5.9,Yes,12,Caution
Vegetables,20.2,82,27,Average,62.9,6.3,Yes,22,Reject
Dairy,4.7,71,31,Good,15.8,6.7,No,23,Caution
Fruits,28.8,40,19,Average,27.3,6.5,No,8,Reject
Dairy,23.7,94,48,Good,24.5,4.2,Yes,19,Reject
Dairy,1,69,3,Damaged,53,6.6,No,20,Caution
Fruits,13.2,68,12,Good,84.1,5.3,Yes,19,Caution
Grains,34.4,51,8,Good,78.2,3.8,No,23,Caution
Dairy,14.1,50,49,Damaged,23.1,3.6,Yes,9,Caution
Fruits,4.8,94,31,Good,65.6,5.7,Yes,7,Caution
Vegetables,6.6,67,11,Good,25.9,7.2,Yes,23,Safe
Vegetables,24.4,93,55,Average,8.7,4.2,Yes,20,Reject
Grains,30.3,79,15,Damaged,48.5,4.6,No,12,Reject
Vegetables,30.3,51,43,Average,32.5,4.1,Yes,3,Caution
Fruits,31.4,58,11,Damaged,13,3.9,Yes,15,Reject
Grains,24.2,89,41,Average,66.4,6.6,No,1,Reject
Meat,33.6,87,40,Good,31.5,5.7,Yes,6,Caution
Dairy,4.6,83,25,Good,42.8,6.8,Yes,23,Caution
Meat,24,48,40,Good,44.8,5.2,No,1,Reject
Meat,8.7,45,18,Good,9.8,6.3,Yes,17,Caution
Dairy,29.9,46,2,Good,33.4,4.7,No,7,Caution
Vegetables,34.5,61,40,Good,13.6,3.9,No,23,Reject
Grains,30.6,54,60,Average,69.1,5.9,No,13,Reject
Vegetables,3.7,43,31,Damaged,57.6,3.5,No,15,Reject
Meat,6.2,43,43,Average,63.4,4.1,No,22,Reject
Vegetables,10.9,40,17,Average,27.3,5.7,Yes,6,Caution
Meat,1.5,77,53,Good,41,5,Yes,10,Safe
Grains,10,59,39,Good,79.8,5,No,16,Caution
Meat,3.6,75,26,Good,74.8,3.4,Yes,19,Caution
Dairy,3.3,51,52,Good,76.4,6.2,Yes,7,Safe
Grains,9,79,1,Good,26.4,4.2,No,5,Safe
Fruits,24.4,60,56,Good,23.8,4.7,Yes,5,Caution
Vegetables,19.3,52,51,Average,78.7,3.7,Yes,14,Reject
Fruits,20.2,46,50,Good,56.2,4.9,Yes,19,Caution
Meat,12.5,83,10,Good,75.1,6,Yes,4,Safe
Meat,32.1,55,29,Good,34,4.1,No,13,Reject
Vegetables,8.6,46,12,Good,32.8,5.6,No,4,Caution
Vegetables,28,91,37,Average,28.1,6.5,Yes,21,Reject
Meat,8.9,41,46,Damaged,36.6,6.2,No,6,Reject
Meat,15,58,19,Good,33,4.1,No,14,Reject
Dairy,34.4,57,50,Average,32.5,4.1,No,4,Reject
Dairy,20.7,56,35,Good,76.9,3.3,Yes,4,Caution
Meat,13.6,82,40,Damaged,60,6,Yes,23,Reject
Grains,34.4,82,13,Good,89.5,3.6,No,18,Caution
Grains,32.4,67,33,Good,58.7,6.4,No,11,Caution
Dairy,25.9,81,17,Good,10.2,6.3,Yes,11,Caution
Vegetables,8.3,55,10,Damaged,72.9,3.6,Yes,17,Caution
Meat,32,61,1,Good,20.3,7,No,22,Caution
Meat,31,76,11,Average,8.8,6.9,No,20,Reject
Dairy,15.6,78,24,Good,33.3,6.7,Yes,15,Caution
Grains,34.2,90,22,Good,45,6.5,No,22,Reject
Meat,27.1,57,59,Average,60.6,3.2,Yes,7,Caution
Grains,28.6,55,59,Average,65.1,5,No,11,Reject
Fruits,12.1,40,24,Good,58.3,6.5,Yes,6,Caution
Grains,33.2,50,6,Good,35.7,5.6,No,11,Caution
Dairy,17.9,91,50,Good,41.9,4.1,Yes,10,Caution
Dairy,5.6,90,27,Good,65.5,3.7,Yes,16,Caution
Grains,4.7,57,31,Good,25.8,3.3,No,9,Safe
Grains,2.2,90,36,Good,79,5,No,3,Caution
Vegetables,0.7,59,20,Good,55.6,4.7,Yes,18,Caution
Meat,20.5,74,40,Average,14.7,7.2,Yes,1,Caution
Vegetables,17.8,95,25,Damaged,34.9,6.8,Yes,19,Reject
Grains,24.6,77,38,Damaged,64,6.1,No,24,Reject
Dairy,10.5,63,58,Good,78.1,5.6,Yes,15,Caution
Grains,3.2,93,12,Average,76.9,4.4,No,3,Caution
Dairy,2.8,73,28,Good,57.7,5.4,Yes,8,Safe
Fruits,26.1,86,54,Good,40.5,5.8,Yes,9,Caution
Grains,32.1,64,9,Good,58.3,6.7,No,12,Caution
Dairy,3.7,54,13,Good,80.7,4.8,Yes,5,Safe
Meat,27.1,68,27,Good,87,3.9,Yes,24,Caution
Grains,0.6,66,5,Damaged,25.7,5.4,No,19,Caution
Grains,34.1,70,18,Good,16.1,6,No,1,Caution
Vegetables,16.8,70,27,Damaged,22.8,3.8,Yes,18,Reject
Meat,31.3,62,22,Good,32.2,6.7,Yes,6,Caution
Vegetables,8.4,71,14,Good,84.4,6.2,Yes,13,Caution
Meat,15.2,72,20,Average,61.4,6.1,Yes,9,Caution
Dairy,20,69,27,Good,67.9,4.3,Yes,13,Caution
Vegetables,12.4,52,15,Good,16.9,4.3,Yes,8,Safe
Meat,9,79,46,Good,15.8,4.2,Yes,4,Caution
Fruits,26.3,42,26,Average,49.7,3.7,Yes,6,Caution
Dairy,28.8,77,6,Good,57.5,5.2,No,5,Caution
Dairy,2.7,62,55,Average,15.2,3.9,Yes,13,Caution
Grains,17,41,53,Average,56.7,3.8,No,22,Reject
Grains,18.6,75,5,Average,13.3,6.5,No,21,Caution
Dairy,31.6,64,5,Good,42.4,4.7,Yes,16,Caution
Meat,11.6,69,31,Good,85.6,6.5,No,14,Reject
Vegetables,14.9,59,8,Good,53.3,4.3,Yes,1,Safe
Fruits,5.3,41,36,Average,68.6,4.1,Yes,9,Caution
Meat,19.4,44,16,Damaged,45.2,5,Yes,4,Reject
Fruits,12.1,75,50,Good,60.5,3.4,Yes,9,Caution
Vegetables,21.5,71,9,Good,29.7,3.4,Yes,5,Caution
Fruits,30.7,67,16,Good,33.8,7.1,Yes,21,Caution
Fruits,10.4,68,23,Good,13.4,6.7,Yes,20,Caution
Grains,34.3,77,23,Average,47.8,5.7,No,12,Reject
Vegetables,16.5,55,53,Average,65.8,4.7,Yes,10,Caution
Dairy,2.8,91,12,Good,25.5,5.8,Yes,21,Caution
Vegetables,1.4,46,54,Good,10.6,3.3,No,8,Caution
Grains,27,60,1,Good,44.8,5.1,No,9,Safe
Dairy,29.2,79,1,Good,13.3,6.3,Yes,13,Caution
Meat,22.7,90,12,Good,86.3,3.6,Yes,22,Caution
Dairy,17.5,40,53,Good,27.7,7.2,Yes,6,Caution
Dairy,5.2,73,26,Good,81.3,6.3,No,5,Caution
Grains,27.8,43,37,Average,8.6,4.8,No,14,Reject
Dairy,24.7,70,10,Damaged,9.5,5.7,Yes,18,Reject
Grains,1.5,63,48,Good,49.2,6.4,No,1,Safe
Vegetables,8.4,72,16,Good,34.2,5.8,Yes,7,Caution
Vegetables,27,48,21,Good,18.3,6,No,21,Reject
Vegetables,32.4,87,51,Average,58.7,3.7,No,7,Reject
Meat,20.3,82,12,Good,27,3.8,No,15,Reject
Vegetables,5.5,59,37,Good,27.5,3.3,Yes,8,Safe
Vegetables,29.5,42,25,Good,45.3,5.2,No,19,Reject
Grains,24.1,94,9,Average,78.9,4.7,No,19,Reject
Meat,6.2,86,37,Good,21.1,6.6,No,2,Caution
Meat,27.4,70,2,Good,25.4,6.4,Yes,12,Caution
Dairy,19.2,89,55,Good,41.2,6,No,17,Reject
Vegetables,3.7,52,17,Good,53.8,4,No,22,Caution
Vegetables,8,64,16,Average,72.2,3.2,Yes,4,Caution
Dairy,14.9,50,45,Good,69.6,6.4,Yes,20,Caution
Fruits,24.6,47,23,Good,61.9,4.9,Yes,24,Caution
Dairy,21.4,53,60,Good,61.7,5.5,Yes,14,Caution
Grains,3.8,66,47,Good,67.5,5.2,No,12,Caution
Vegetables,20.8,51,20,Good,15.6,6.6,Yes,5,Caution
Grains,11.7,62,20,Good,89.2,4,No,12,Caution
Grains,24.4,91,54,Average,57.1,6.7,No,4,Reject
Vegetables,12.6,82,40,Good,50.5,3.7,Yes,18,Caution
Fruits,10.9,59,19,Good,82.5,7.1,Yes,12,Caution
Grains,29.5,48,43,Good,44.9,5.9,No,23,Caution
Grains,29.4,65,26,Average,29.4,5.6,No,16,Reject
Dairy,26.1,75,16,Average,82.5,3.5,Yes,23,Reject
Meat,26.6,45,19,Good,89.4,6.1,No,5,Reject
Vegetables,20.1,60,56,Average,63.4,4.9,No,22,Reject
Vegetables,33.4,49,18,Damaged,15.3,4.1,Yes,16,Reject
